SHORTNAME;ORIGNAME;BOHRTYP;RESTRICTIO;XCOORD;YCOORD;ZCOORDB;stratigraphy_id;stratigraphy_name;DEPTHFROM;DEPTHTO;LAYERDESC;ORIGGEOL;qt_description;LITHOLOGY;LITHOSTRAT;CHRONOSTR;TECTO;myLitho
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;48.37;54.5;"Grauer siltiger z.T. leicht toniger Kies mit viel Sand und Steinen bis Ã¸ 10 cm, im Hangenden 2 Steine Ã¸ 20 cm (an der Basis geht Steinanteil zurÃ¼ck), Komponenten kantengerundet bis gerundet, Steinanteil ca. 15-20%, schlecht sortiert, (Amphibolitgneis mit Augentextur), verwitterte Komponenten
- 51.50 - 52.33 viel aufgearbeiteter verwitterter Muskovit-Chloritschiefer";GrundmorÃ¤ne (an Basis glazial aufgearbeiteter Fels);9003.0;15101021.0;15201405.0;15001003.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;23.69;24.27;Beige-brauner Feinsand mit viel Kies und wenig Silt und vereinzelten Steinen bis Ã¸ 8 cm (Steinanteil 5%) mittelfest gelagert, Komponenten gerundet bis kantengerundet (Granit, Chloritoid Schiefer, Biotitgneis);Alluviale Ablagerungen des Rheins;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;74.0;75.0;"Plagioklasreicher Chloritschiefer; dunkelgrau";Fels des Tavetscher Zwischenmassivs;9002.0;15104034.0;15202355.0;15001136.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;38.5;38.72;Wechsellagerung gut sortierter Feinsande mit sauberen gut sortierten glimmerfÃ¼hrenden Mittelsanden;Alluviale Ablagerungen des Rheins;9002.0;15101040.0;15201249.0;15001003.0;;['évaporite, indifférenciée']
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;22.21;23.47;"Brauner, siltiger Mittelsand, z.T. Feinsand mit wenig Feinkies, kantengerundet, gut sortiert, geschichtet, vereinzelte Grobsand- bis Feinkieshorizonte
22.89 - 23.08 beiger siltiger Feinsand
23.31 - 23.45 beiger feingeschichteter leicht feinsandiger Silt";Alluviale Ablagerungen des Rheins;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;24.27;25.76;Schmutziggrauer z.T. leicht siltiger Kies mit reichlich bis viel Fein- bis Mittelsand und vereinzelt Steinen bis Ã¸ 10 cm (Steinanteil 15-20%), Komponenten kantengerundet bis gerundet, z.T. sehr gut gerundet, schlecht sortiert, (Basis 1 Stein);Alluviale Ablagerungen des Rheins;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;27.3;28.16;Grobkies mit reichlich Mittelkies und Steinen bis Ã¸ 18 cm, teilweise in siltig-sandiger Matrix (grÃ¶sstenteils vermutlich ausgeschwemmt), Komponenten kantengerundet bis gerundet, Steinanteil ca. 40%;Alluviale Ablagerungen des Rheins;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;38.72;39.72;Relativ sauberer, stark mittel- bis grobsandiger Kies mit reichlich Steinen bis Ã¸ 14 cm, Komponenten kantengerundet, relativ gut abgestuft;Alluviale Ablagerungen des Rheins;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;28.16;30.0;Grauer siltiger Mittelsand mit viel Kies und Steinen, 2 BlÃ¶cke (ca. Mitte und im Hangenden), Komponenten kantengerundet;Alluviale Ablagerungen des Rheins;9002.0;15101040.0;15201249.0;15001003.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;39.72;40.0;Graubeiger Fein- bis Mittelsand mit reichlich bis viel Grobsand und Kies bis Ã¸ 3 cm, fest gelagert (morÃ¤nenartig);Alluviale Ablagerungen des Rheins;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;30.0;31.73;Grobkies, Steine und BlÃ¶cke, BlÃ¶cke vorwiegend im Liegenden, kantengerundete Komponenten (Biotitschiefer, verschiedene Granite und Gneise), Stein- und Blockanteil ca. 60% (ausgeschwemmt?);Alluviale Ablagerungen des Rheins;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;40.0;41.0;Relativ sauberer stark mittel- bis grobsandiger Kies, mittel bis gut abgestuft, Komponenten kantengerundet z.T. gerundet;Alluviale Ablagerungen des Rheins;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;41.0;42.49;Grau-beiger, leicht siltiger bis siltiger Feinsand mit reichlich Kies und vereinzelt Steinen bis Ã¸ 10 cm (Steinanteil < 5%), mittelfest gelagert;Alluviale Ablagerungen des Rheins;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;31.73;34.55;Relativ sauberer bis leicht siltiger stark grobsandiger Kies mit vereinzelten Steinen bis Ã¸ 18 cm, gut abgestuft, Komponenten kantengerundet z.T. gerundet (helle Granite, Glimmerschiefer);Alluviale Ablagerungen des Rheins;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;65.9;74.0;"Ãœbergang zu stÃ¤rker kataklastisch-kakiritisch deformiertem Sericitschiefer/-phyllit, feine PyritbÃ¤ndchen
- gelegentlich Quarzlinsen
- unten feine schwarze kataklastische BÃ¤nder, die ein stark krenuliertes, Ã¤lteres kataklastisches GefÃ¼ge Ã¼berprÃ¤gen";Fels des Tavetscher Zwischenmassivs;9002.0;15104033.0;15202355.0;15001136.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;42.49;44.36;"Sauberer z.T. siltiger stark mittel- bis grobsandiger Kies mit viel Steinen bis Ã¸ 10 cm, Komponenten kantengerundet bis gerundet, Steinanteil ca. 30%, im Liegenden RÃ¼ckgang des Steinanteils
- bei 44.10 1 Block (grÃ¼ner Amphibolitgneis)";Alluviale Ablagerungen des Rheins;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;34.55;35.2;Grauer siltiger Fein- bis Mittelsand mit reichlich Kies bis Ã¸ 5 cm (vorwiegend Quarzite), Komponenten kantengerundet bis gerundet, mittelfest gelagert (morÃ¤nenartig);Alluviale Ablagerungen des Rheins;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;35.2;35.5;Kantengerundete Steine und BlÃ¶cke;Alluviale Ablagerungen des Rheins;9002.0;15101040.0;15201249.0;15001003.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;35.5;36.49;Relativ sauberer bis leicht siltiger stark grobsandiger Kies mit vereinzelten Steinen bis Ã¸ 18 cm, gut abgestuft, Komponenten kantengerundet z.T. gerundet (helle Granite, Glimmerschiefer);Alluviale Ablagerungen des Rheins;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;44.36;44.93;Siltig-feinsandiger Grobsand mit wenig Kies und viel Steinen Ã¸ 15-20 cm, Komponenten kantengerundet bis gerundet;Alluviale Ablagerungen des Rheins;9002.0;15101040.0;15201249.0;15001003.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;22.0;22.21;Brauner relativ sauberer, glimmerfÃ¼hrender Mittel- bis Feinsand mit wenig bis reichlich Feinkies und wenig Mittelkies, Komponenten kantengerundet z.T. gerundet (Quarzite, Gneise);Alluviale Ablagerungen des Rheins;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;44.93;46.0;z.T. leicht toniger siltiger Kies mit viel Sand (aller Kgr.) und vereinzelten Steinen, Komponenten kantengerundet z.T. gut gerundet, mÃ¤ssig sortiert, Steinanteil ca. 10%, z.T. stark verwitterte Komponenten;verschwemmte GrundmorÃ¤ne?;9003.0;15101019.0;15201405.0;15001003.0;;[]
SF-48;SBA/92 Tujetsch;B;f;2701316.0;1170164.0;1342.2;55;SBA;58.8;65.9;"Feldspatreicher Chlorit-Sericitschiefer, flaserige Schieferung, lokal sichtbares S-C GefÃ¼ge, KnickfÃ¤ltelun; grau-weiss";Fels des Tavetscher Zwischenmassivs;9002.0;15104034.0;15202355.0;15001136.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;76.83;77.51;Sauberer gut sortierter Mittel- bis Grobsand mit reichlich Feinkies, Komponenten kantengerundet;Alluviale Ablagerungen;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;113.8;115.5;Grau-grÃ¼ner Chlorit-Sericitschiefer/-phyllit mit mylonitischem GefÃ¼ge und Knickfalten;Fels des Tavetscher Zwischenmassivs;9002.0;15104034.0;15202355.0;15001136.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;110.7;113.8;Kakirit: tonig-siltiger Sand mit kantig-schiefrigen Brekzie-Komponenten (Chlorit-Sericitschiefer/-phyllit), grau, krÃ¼melig-bindig;Fels des Tavetscher Zwischenmassivs;9002.0;15104005.0;15202355.0;15001136.0;;['Konglomerat und Brekzie, undifferenziert (Psephit: Kies, Steine und Blöcke) ']
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;110.5;110.7;BrÃ¶ckeliger Chlorit-Sericitschiefer/-phyllit, grau-grÃ¼n;Fels des Tavetscher Zwischenmassivs;9002.0;15104034.0;15202355.0;15001136.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;110.0;110.5;Kakirit: tonig-siltiger Sand mit kantig-schiefrigen Brekzie-Komponenten (Chlorit-Sericitschiefer/-phyllit), grau, krÃ¼melig-bindig;Fels des Tavetscher Zwischenmassivs;9002.0;15104005.0;15202355.0;15001136.0;;['Konglomerat und Brekzie, undifferenziert (Psephit: Kies, Steine und Blöcke) ']
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;108.8;110.0;Kantig-schiefriger Kies und kantig-schiefrige Steine (Chlorit-Sericitschiefer/-phyllit), in den Komponenten sind Knickfalten sichtbar, kleines StÃ¼ck lehmig;Fels des Tavetscher Zwischenmassivs;9003.0;;15202355.0;15001136.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;107.3;108.8;Kakirit: siltiger Sand mit kantigen-schiefrigen BruchstÃ¼cken aus Chlorit-Sericitschiefer/phyllit, grau, krÃ¼melig;Fels des Tavetscher Zwischenmassivs;9002.0;15104005.0;15202355.0;15001136.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;104.3;107.3;Grau-grÃ¼ner Chlorit-Sericitschiefer/-phyllit mit z.T. mylonitischem GefÃ¼ge: duktil deformierte Matrix mit kataklastisch deformiertem Quarz und Feldspat;Fels des Tavetscher Zwischenmassivs;9003.0;15104034.0;15202355.0;15001136.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;103.9;104.3;Stark verfalteter grau-grÃ¼ner Chlorit-Sericitphyllit, einige quarz- feldspatreichere BÃ¤ndchen;Fels des Tavetscher Zwischenmassivs;9002.0;15104029.0;15202355.0;15001136.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;103.3;103.9;Kakirit: siltiger Sand mit kantigen-schiefrigen BruchstÃ¼cken aus Chlorit-Sericitschiefer/-phyllit, grau, krÃ¼melig;Fels des Tavetscher Zwischenmassivs;9003.0;15104005.0;15202355.0;15001136.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;103.0;103.3;Kakirit: tonig-siltiger Sand mit reliktischer Schieferung;Fels des Tavetscher Zwischenmassivs;9002.0;15104005.0;15202355.0;15001136.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;102.0;103.0;Grau-grÃ¼ner Chlorit-Sericitschiefer/-phyllit mit feinem Krenulationslinear auf der Schieferung;Fels des Tavetscher Zwischenmassivs;9002.0;15104034.0;15202355.0;15001136.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;101.4;102.0;Kakirit: tonig-siltiger Sand mit kantigen-schieferigen BruchstÃ¼cken aus Chlorit-Sericitschiefer/-phyllit, grau, krÃ¼melig-bÃ¼ndig;Fels des Tavetscher Zwischenmassivs;9003.0;15104005.0;15202355.0;15001136.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;100.4;101.4;BrÃ¶ckeliger Chlorit-Sericitschiefer/-phyllit mit starker Knickfaltung;Fels des Tavetscher Zwischenmassivs;9002.0;15104034.0;15202355.0;15001136.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;94.0;100.4;Grau-grÃ¼ner Chlorit-Sericitschiefer/-phyllit mit GefÃ¼ge: duktil deformierte Matrix mit kataklastisch deformiertem Quarz und Feldspat, feines Minerallinear auf der Schieferung;Fels des Tavetscher Zwischenmassivs;9003.0;15104034.0;15202355.0;15001136.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;88.5;94.0;"Kakirit: tonig-siltiger Sand mit BruchstÃ¼cken aus Chlorit-Sericitschiefer/-phyllit, grau, krÃ¼melig-bindig (lehmige Bereiche inhomogen verteilt),
verbohrter Fels";Fels des Tavetscher Zwischenmassivs;9003.0;15104005.0;15202355.0;15001136.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;84.96;88.5;"Mausgrauer siltiger Sand mit reichlich Kies (vorwiegend Feinkies) und vereinzelten Steinen (Anteil 5%), Komponenten kantengerundet bis gerundet (verschiedene Gneise), kompakt, fest gelagert
- 85.63 - 85.73 Steinhorizont";GrundmorÃ¤ne;9003.0;15101021.0;15201405.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;84.57;84.96;Mausgrauer siltiger stark sandiger Kies mit vereinzelten Steinen bis Ã¸ 10 cm, kantengerundete bis gerundete Komponenten, Sortierungsgrad des Sandes nimmt gegen unten zu;Glaziofluviatile Ablagerungen;9002.0;15101031.0;15201405.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;84.0;84.57;Mausgrauer siltiger Feinsand mit wenig teilweise auch reichlich Kies (vorwiegend Feinkies) und reichlich Steinen (Anteil ca. 20%), Komponenten kantengerundet, verschlammt;GrundmorÃ¤ne;9003.0;15101021.0;15201405.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;17.55;17.95;Grauer siltiger Sand mit reichlich bis viel Kies und mit Steinen, Komponenten gerundet (polygenes Spektrum u.a. stark verwitterte Schiefer);Postglaziale Delta- und Seeablagerungen;9002.0;15101044.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;83.05;84.0;Sauberer Kies mit wenig bis reichlich Sand (vorwiegend Grobsand) Komponenten eckig bis kantengerundet, mÃ¤ssig sortiert;Alluviale Ablagerungen;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;81.01;83.05;Mausgrauer siltiger stark sandiger Kies mit vereinzelten Steinen bis Ã¸ 10 cm, kantengerundete bis gerundete Komponenten, Sortierungsgrad des Sandes nimmt gegen unten zu, bis 82.00 vereinzelte 5-10 cm mÃ¤chtige Einschaltungen von siltigem Feinsand mit reichlich Kies;Alluviale Ablagerungen;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;78.41;81.01;Mausgrauer teilweise brÃ¤unlich gefleckter relativ sauberer leicht siltiger stark sandiger Kies mit vereinzelten Steinen bis Ã¸ 10 cm (Steinanteil 5%), Komponenten kantengerundet, vereinzelt gerundet (verschiedene Gneise z.T. porphyrisch, Quarzknauern), 78.78 - 78.99 und 79.30 - 79.49 je 1 Block (vergneister Granit, Glimmergneis);Alluviale Ablagerungen;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;78.06;78.41;Block aus gebÃ¤ndertem Glimmergneis;Alluviale Ablagerungen;9002.0;15101040.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;77.51;78.06;Grauer siltiger Feinsand mit Grobsand und viel Kies (vorwiegend Feinkies), bei 77.90 1 Stein Ã¸ 10 cm, kompakt, fest gelagert, schwache Schichtung erkennbar, bei 77.63 - 77.70 und 76.83 - 77.51 (Verzahnung);Alluviale Ablagerungen;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;76.0;76.83;Mausgrauer siltiger Sand mit viel Kies und vereinzelten Steinen bis Kies mit viel Sand, Komponenten kantengerundet, 76.13 - 76.20 gut sortierter siltiger Feinsand, gegen die Basis grÃ¶ber werdend;Alluviale Ablagerungen;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;74.81;76.0;"Braunbeiger siltiger Feinsand, gut sortiert, glimmerfÃ¼hrend, ab 75.39 mit reichlich Kies, vereinzelt Steine (Anteil 5%), Komponenten kantengerundet z.T. eckig
- bei 75.80 und 75.88 mittelsandige Matrix";Stillwasserablagerungen (Alluviale Ablagerungen);9003.0;15101039.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;74.54;74.81;Gut sortierter sauberer Mittel- bis Grobsand, 2 Steine Ã¸ 8 cm kantengerundet;Alluviale Ablagerungen;9002.0;15101040.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;74.0;74.54;Kies mit wenig bis reichlich Sand, Komponenten kantengerundet bis eckig, vereinzelt Steine, Kornspektrum gegen die Basis grÃ¶ber werdend;Alluviale Ablagerungen;9002.0;15101040.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;73.5;74.0;Grauer bis brÃ¤unlicher siltiger Sand, nicht sortiert, vereinzelt Steine;Alluviale Ablagerungen;9002.0;15101040.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;73.26;73.5;Sauberer Mittel- bis Grobsand mit reichlich bis viel Kies, an der Basis 1 Stein Ã¸ 10 cm kantengerundet;Alluviale Ablagerungen;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;72.74;73.26;Grobkies und Steine, 1 Block bei 72.93 - 73.16, Komponenten kantengerundet (porphyrische Gneise, Augengneise);Alluviale Ablagerungen;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;72.5;72.74;Relativ sauberer stark mittel- bis grobsandiger Kies, Komponenten kantengerundet bis Ã¸ 4 cm, an der Basis 1 Stein Ã¸ 8 cm;Alluviale Ablagerungen;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;71.57;72.5;"Grauer z.T. brÃ¤unlicher leicht siltiger Feinsand mit reichlich Feinkies, vereinzelt Grobkies und Steine
- 72.16 - 72.37 mittel- bis grobsandig";Alluviale Ablagerungen;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;70.45;71.57;"Grauer relativ sauberer Mittel- bis Grobsand mit wenig bis reichlich Kies (vorwiegend Feinkies), mittel sortiert, 2-3 Steine, Komponenten kantengerundet
- 70.59 - 70.74 stark feinsandig";Alluviale Ablagerungen;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;69.56;70.45;Viel Kies, Steine und BlÃ¶cke, kantengerundet, z.T. angewittert (verschiedene u.a. porphyrische Gneise);Alluviale Ablagerungen;9002.0;15101040.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;17.95;19.3;Grauer (ab 19.00 ockerfarbener) sauberer bis leicht siltiger Sand mit wenig lagenweise auch reichlich Feinkies, glimmerfÃ¼hrend;Postglaziale Delta- und Seeablagerungen;9003.0;15101044.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;66.0;69.56;Alternierend brÃ¤unlicher und grauer in 60-70 cm Zyklen gut sortierter sauberer Mittelsand mit vereinzeltem Grobkies, Steine und BlÃ¶cke (BlÃ¶cke bei 66.10 - 66.24 und 67.85 - 68.00), bei 67.30 und 67.78 je 2 Steine, Komponenten: verschiedene Gneise z.T. porphyrisch, Muskovit-Biotitschiefer, Quarzknauern, verschieferte Granite und Granodiorite ;Alluviale Ablagerungen;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;65.2;66.0;Kies, Steine und BlÃ¶cke, kantengerundet, z.T. angewittert (verschiedene u.a. porphyrische Gneise);Alluviale Ablagerungen;9003.0;15101040.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;63.95;65.2;"BrÃ¤unlicher leicht siltiger bis siltiger stark sandiger Kies bis Ã¸ 4 cm, viele stark verwitterte Komponenten kantengerundet z.T. gerundet
- 64.67 Sinterhorizont";MorÃ¤ne;9003.0;15101021.0;15201405.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;63.52;63.95;BrÃ¤unlicher bis grauer z.T. leicht siltiger stark sandiger Kies, Komponenten kantengerundet bis gerundet, Sandanteil gut sortiert;Alluvial-Ablagerungen;9003.0;15101026.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;63.03;63.52;Oben sauberer Mittel- bis Grobsand unten Grobsand und Feinkies mit 2 Steinen und 1 Block (62.95 - 63.13), Komponenten kantengerundet bis gerundet;Alluvial-Ablagerungen;9003.0;15101026.0;15201249.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;61.97;63.03;Siltiger Kies mit reichlich Sand und vielen Steinen bis Ã¸ 10 cm, schlecht sortiert, Komponenten kantengerundet;Glaziale Seeablagerungen;9003.0;15101046.0;15201405.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;61.41;61.97;Relativ sauberer bis leicht siltiger Fein- und Mittelkies mit reichlich bis viel Sand, 1 Grobkies ca. Ã¸ 6 cm, mÃ¤ssig bis mittel sortiert;Glaziale Seeablagerungen;9003.0;15101046.0;15201405.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;59.88;61.41;Sauberer bis leicht siltiger stark sandiger Kies, ab 60.30 mit viel Steinen bis Ã¸ 10 cm (Steinanteil ca. 30%), Komponenten kantengerundet, nicht sortiert (verschiedene Gneise, 1 Biotitphyllit von rosafarbenem aplitischem Gang durchschlagen);Glaziale Seeablagerungen;9003.0;15101046.0;15201405.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;58.09;59.88;"Grauer z.T. braungrauer teilweise leicht toniger siltiger Feinsand bis feinsandiger Silt, bis 58.84 mit reichlich bis viel Kies, leichte Schichtung erkennbar, glimmerfÃ¼hrend
- 58.33-58.38, 58.48-58.60, 59.00-59.15, 59.31-59.37 Steinhorizonte mit kantengerundeten Komponenten
- 59.50 - 59.60 sauberer gut sortierter Fein- bis Mittelsand";"Glaziale Seeablagerungen 
(Debris-flows)";9003.0;15101046.0;15201405.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;57.63;58.09;Grauer z.T. braungrauer teilweise leicht toniger siltiger Feinsand bis feinsandiger Silt, wenig Grobsand und Feinkies, leichte Schichtung erkennbar, glimmerfÃ¼hrend;Glaziale Seeablagerungen;9003.0;15101046.0;15201405.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;55.19;57.63;Grauer bis gelblich-grauer relativ sauberer bis siltiger stark fein- bis mittelsandiger Kies (vorwiegend Feinkies), vereinzelte wenige mm mÃ¤chtige Horizonte von grauem feinsandigem Silt, Komponenten eckig, vereinzelt kantengerundet, vereinzelte Steine (Anteil 5%);Glaziale Seeablagerungen;9003.0;15101046.0;15201405.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;53.82;55.19;"Mausgrauer bis blaugrauer siltiger und tonig-siltiger Feinsand mit wechselndem Kiesanteil (vorwiegend Feinkies, meist reichlich z.T. auch viel Kies), Komponenten eckig bis kantengerundet, vereinzelte gerundete Komponenten 
- 54.48 - 54.69 kein Ton";Glaziale Seeablagerungen;9003.0;15101046.0;15201405.0;15001003.0;;['évaporite, indifférenciée']
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;53.6;53.82;Verbohrte Zone (Siltsand mit Resten der Bohrkrone, Bohrfett);Glaziale Seeablagerungen;9002.0;15101046.0;15201405.0;15001003.0;;[]
SF-49;SBB/93 Tujetsch;B;f;2701384.0;1170324.0;1357.73;56;SBB;53.07;53.6;Grauer bis grÃ¼nlicher z.T. leicht toniger siltiger Kies mit viel Feinsand, Komponenten eckig, schlecht sortiert, Horizonte mit siltigem Feinsand und viel Kies, 1 Stein bei 53.23;MorÃ¤ne?;9003.0;15101021.0;15201405.0;15001003.0;;[]
